property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,tulip violet,sector 69,1.75,9459,3,4,2,0,Relatively New,2056.0,0,0,0,0,0,2,174
flat,emaar digihomes,sector 62,4.25,26562,3,3,3,8,Under Construction,1600.0,1,0,0,0,0,0,16
flat,orris aster court,sector 85,0.9,5671,3,3,3,8,Relatively New,1436.0,0,0,0,0,0,0,49
flat,vatika independent floors,sector 82,0.67,5826,2,2,3,2,Moderately Old,1150.0,0,0,0,0,0,0,53
flat,vatika iris floors,sector 82,0.63,5590,2,2,3+,2,Relatively New,1026.0,1,0,0,0,0,0,110
house,independent,sohna road road,0.49,4261,2,2,1,3,New Property,1150.0,0,0,0,0,0,0,0
flat,dlf park place,sector 54,4.85,25867,3,4,3+,25,Relatively New,1875.0,0,1,0,0,0,2,26
house,independent,sector 12,1.7,9444,3,3,0,1,Old Property,200.0,0,0,0,0,0,0,0
flat,pareena laxmi apartments,sector 99a,0.31,5905,2,2,2,6,New Property,583.0,0,0,0,0,0,0,74
flat,swarn jayanti cghs,sector 54,1.75,7609,4,3,3+,3,Old Property,1900.0,0,0,0,0,1,2,26
flat,capital residences 360,sector 70a,1.69,8553,3,3,3+,8,New Property,1900.0,0,1,0,0,0,0,165
flat,umang winter hills,sector 77,1.0,7502,2,2,2,3,New Property,1489.0,0,0,0,0,0,0,74
house,independent,sector 50,12.5,40611,6,5,3,4,Moderately Old,3078.0,1,1,0,1,0,2,23
flat,imt view society,manesar,0.95,3652,3,4,3,6,Moderately Old,2232.0,0,1,0,0,0,0,81
flat,tulip violet,sector 69,1.68,10072,3,3,2,0,Relatively New,1510.0,0,0,0,0,0,0,157
flat,sobha city,sector 108,2.33,14463,3,3,3,17,Relatively New,1711.0,0,0,1,0,0,2,159
flat,ss the leaf,sector 85,2.13,7575,4,4,3,2,Relatively New,2600.0,0,0,0,0,0,0,49
flat,apna enclave,sector 3,0.8,6154,3,3,1,0,Old Property,1000.0,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,0.9,4615,3,4,3,4,Relatively New,1765.0,0,1,0,0,0,0,165
flat,signature global park,sohna road,0.75,6938,3,2,3+,4,New Property,1201.0,0,0,0,0,0,0,101
flat,bestech park view residency,sector 2,0.56,8550,1,1,2,7,Moderately Old,722.0,0,0,0,0,0,0,92
house,independent,sector 12,1.4,8701,2,2,1,2,Old Property,166.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.0,6579,4,5,3+,1,Relatively New,2545.0,0,1,1,0,0,0,106
flat,signature global synera,sector 81,0.31,7434,1,1,1,13,Relatively New,366.0,0,0,0,0,0,1,123
flat,tata primanti,sector 72,5.0,11364,4,4,3+,2,New Property,4000.0,1,1,1,0,0,2,174
flat,hcbs sports ville,sector 2,0.35,4375,2,2,2,8,Relatively New,800.0,0,0,0,0,0,0,37
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511,3,3,3,1,Moderately Old,1304.0,0,0,0,0,0,0,91
flat,ss the leaf,sector 85,1.99,8660,3,4,3+,17,Relatively New,2398.0,0,1,0,0,0,2,174
flat,chd avenue,sector 71,1.25,7172,3,4,2,7,Relatively New,1577.0,0,1,0,0,0,2,160
flat,bestech park view residency,sector 2,1.01,7138,2,2,3,0,Moderately Old,1281.0,0,0,0,0,0,0,92
house,independent,sector 14,5.5,16975,5,4,2,2,Old Property,3240.0,1,0,0,0,0,0,27
house,DLF City Plots Phase 2,sector 25,6.3,35000,4,4,3+,2,Old Property,1800.0,0,1,1,0,0,0,89
flat,sare crescent parc,sector 92,0.87,4971,4,4,2,2,Moderately Old,1584.0,0,0,1,0,0,1,115
flat,pareena coban residences,sector 99a,1.35,6760,3,5,3,6,New Property,1807.0,0,1,0,0,1,0,60
flat,bhagwati sadan,sector 12,1.15,5500,3,4,2,2,Old Property,2000.0,0,1,0,0,1,0,0
flat,housing board colony,sector 51,0.3,4630,1,1,0,0,Moderately Old,80.0,1,0,0,0,0,0,15
flat,dlf the skycourt,sector 86,1.55,8031,3,3,3,5,Relatively New,1900.0,0,0,0,0,0,0,49
flat,uphar lakshya homes,sector 105,0.42,4200,3,2,1,1,Relatively New,1111.0,0,0,0,0,0,0,7
house,International City by Sobha Phase 1,sector 109,6.3,9000,4,5,3+,2,Relatively New,7000.0,0,0,0,0,0,2,122
house,International City by SOBHA Phase 2,sector 109,9.5,26389,5,5,3+,2,Relatively New,3600.0,1,1,1,1,0,0,133
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102,3,2,2,5,Moderately Old,1508.0,0,0,0,0,0,0,0
flat,ardee city,sector 52,1.5,9146,4,4,3,3,Old Property,1484.0,0,0,0,0,0,0,65
house,Ansals Palam Vihar,sector 2,2.68,17213,4,3,2,3,Moderately Old,1557.0,0,0,1,0,0,2,74
flat,emaar gurgaon greens,sector 102,1.3,7879,3,3,3,4,Relatively New,1315.0,0,1,0,0,0,2,125
flat,rof ananda,sector 95,0.38,5901,3,2,1,2,Relatively New,716.0,0,0,0,1,0,2,66
flat,ats kocoon,sector 109,1.6,9169,3,3,3,10,Relatively New,1550.0,0,0,0,0,0,0,86
flat,raisina residency,sector 59,5.0,13058,4,4,3+,13,Relatively New,4254.0,1,1,1,1,0,2,174
flat,shree vardhman victoria,sector 70,1.5,7692,3,5,3,7,Relatively New,1527.0,0,1,0,0,0,2,174
flat,emaar mgf the palm drive,sector 66,3.4,15455,3,4,3,9,Relatively New,2200.0,0,1,1,0,0,2,96
flat,dlf new town heights,sector 90,1.9,6967,4,4,3+,19,Relatively New,2512.0,0,1,1,0,0,2,174
flat,gls arawali homes,sohna road,0.27,4600,2,2,2,5,New Property,521.0,0,0,0,0,0,0,42
flat,signature the serenas,sohna road,0.42,7910,2,2,1,12,New Property,590.0,0,0,0,0,0,0,54
flat,pareena coban residences,sector 99a,1.1,7097,2,2,3,9,New Property,1368.0,1,0,0,0,0,0,88
house,independent,sector 46,5.65,23870,8,6,3+,3,Moderately Old,2367.0,0,1,0,0,0,2,67
house,International City by SOBHA Phase 2,sector 109,6.44,26502,4,5,3+,3,New Property,2430.0,1,1,1,1,0,0,138
flat,indiabulls enigma,sector 110,3.3,9851,4,5,3,7,Relatively New,3032.0,0,1,0,0,0,0,101
house,independent,sector 25,4.31,31926,5,4,3,3,Old Property,1350.0,0,0,0,0,0,0,40
house,independent,sector 8,1.6,3186,4,6,1,3,Relatively New,558.0,0,0,0,0,0,0,0
house,Sushant Lok 1 Builder Floors,sector 43,6.25,30728,7,7,3+,3,Moderately Old,2034.0,1,1,1,0,0,0,46
house,independent,sector 57,4.7,21759,3,3,2,2,Old Property,2160.0,0,1,0,0,1,0,43
flat,supertech araville,sector 79,0.71,5521,2,2,0,9,Under Construction,1295.0,0,0,0,0,0,0,0
flat,parsvnath exotica,sector 53,4.8,16580,3,4,3+,8,Relatively New,2500.0,0,1,0,1,1,2,174
flat,zara aavaas,sector 104,0.2,6645,1,1,1,3,Relatively New,301.0,0,0,0,0,0,0,67
flat,unitech fresco,sector 50,1.88,10479,3,3,3+,14,Moderately Old,1790.0,0,0,0,0,1,2,174
house,Unitech Nirvana Birch Court,sector 50,11.95,36883,3,3,2,1,Moderately Old,3240.0,1,1,0,0,0,0,101
house,independent,sector 25,10.0,37037,5,5,3+,3,Moderately Old,9500.0,0,1,0,1,0,1,29
flat,vipul belmonte,sector 53,6.0,24490,3,4,3+,6,Moderately Old,2217.0,0,1,0,0,1,2,26
flat,m3m skycity,sector 65,2.1,16031,2,2,2,43,New Property,1186.0,0,0,0,0,0,0,127
flat,siddhartha apartment,sector 95,0.72,3664,3,3,2,4,Relatively New,1800.0,0,0,0,0,1,0,21
flat,the close north,sector 50,2.65,10685,3,4,3+,6,Moderately Old,2470.0,0,1,0,0,0,2,174
house,Central Park Flower Valley,sector 33,1.15,9350,2,2,3,2,Relatively New,1400.0,1,0,0,0,0,2,71
house,independent,sector 2,4.95,20370,6,5,3+,3,Relatively New,2430.0,0,1,0,0,0,0,91
flat,corona gracieux,sector 76,1.08,5510,3,3,3,1,New Property,1774.0,0,1,0,0,0,0,58
flat,ss the leaf,sector 85,1.65,6852,3,4,3,9,New Property,2179.0,0,0,0,1,0,0,21
flat,bptp astaire gardens,sector 70a,1.2,7059,3,3,3+,2,Relatively New,1450.0,0,0,0,0,0,1,38
house,International City by Sobha Phase 1,sector 109,6.0,24691,4,4,3+,2,Relatively New,2430.0,1,1,1,1,0,0,160
flat,hero homes,sector 104,1.35,9568,3,2,2,18,New Property,1094.0,0,0,0,0,0,0,49
flat,breez global hill view,sohna road,0.3,5405,2,2,2,6,New Property,605.0,0,0,0,0,0,0,109
house,Eldeco Mansionz,sector 48,4.75,20299,7,7,3,2,Moderately Old,2340.0,1,0,0,0,0,2,33
flat,breez global heights,sohna road,0.46,6479,2,2,2,6,Relatively New,789.0,0,0,0,0,0,1,49
flat,orris aster court premier,sector 85,1.25,5896,3,4,2,6,Relatively New,1616.0,0,1,0,0,0,2,49
flat,imperia the esfera,sector 37c,0.9,6272,3,3,3,9,Relatively New,1435.0,0,0,0,0,0,0,66
flat,deepak minda,manesar,1.25,4715,3,3,3+,6,Moderately Old,2944.0,0,1,0,0,0,0,44
flat,ansal sushant residency,sector 57,1.5,6775,3,2,3+,1,Moderately Old,273.0,0,0,0,0,0,0,87
flat,dlf the ultima,sector 81,2.4,11412,3,3,3+,12,Relatively New,1650.0,0,1,0,0,0,1,49
flat,godrej nature plus,sector 33,1.2,12000,2,2,3+,3,New Property,1111.0,0,0,0,0,0,0,105
house,Signature Global City 81,sector 81,0.75,6849,3,2,3,4,Under Construction,1095.0,1,0,0,0,0,0,97
flat,tata primanti,sector 72,3.3,15385,3,3,3+,10,Relatively New,2000.0,0,1,0,0,0,2,165
flat,emaar palm gardens,sector 83,1.35,12329,3,3,3,7,Relatively New,1387.0,0,1,0,0,0,0,24
flat,godrej summit,sector 104,0.85,6894,2,2,3,12,Relatively New,1611.0,1,0,0,0,1,0,61
flat,vipul belmonte,sector 53,6.5,21922,3,4,3+,0,Old Property,2683.0,1,0,0,0,1,0,72
flat,mahindra luminare,sector 59,5.5,18182,3,3,1,26,New Property,2738.0,0,1,0,0,0,0,24
flat,tulip violet,sector 69,1.29,8227,3,3,1,12,Relatively New,1419.0,0,0,0,1,0,2,86
flat,ansals highland park,dwarka expressway,1.2,6186,3,3,3+,4,Under Construction,1940.0,0,1,0,0,0,0,0
house,independent,sector 26,8.1,35294,5,5,2,4,Old Property,2295.0,0,0,0,0,0,0,42
flat,raheja revanta,sector 78,1.2,10017,1,2,2,32,Under Construction,823.0,0,0,0,0,0,0,39
flat,vatika city,sector 49,2.64,11723,3,4,3+,2,Moderately Old,2252.0,0,1,0,1,0,2,140
house,Emaar MGF Marbella,sector 66,19.0,31667,5,6,3+,3,Relatively New,6667.0,0,1,1,1,0,2,110
flat,godrej oasis,sector 88a,1.5,8108,3,3,3+,11,New Property,1674.0,0,0,0,0,0,0,39
flat,bestech park view spa next,sector 67,2.35,12145,3,4,3+,14,Moderately Old,1751.0,0,1,0,0,0,2,156
flat,sobha city,sector 108,2.1,13972,2,2,2,3,New Property,1250.0,0,0,0,0,0,0,74
flat,sare green parc,sector 92,0.75,4820,3,2,2,16,Relatively New,1556.0,0,0,0,0,0,0,0
flat,the close north,sector 50,2.51,11992,3,3,3,11,Moderately Old,2093.0,0,0,1,1,0,2,109
flat,aipl club residences,sector 70a,1.27,9777,2,2,3+,24,Relatively New,1449.0,0,0,0,0,1,2,113
flat,bestech park view residency,sector 2,1.5,7825,3,4,3+,10,Moderately Old,1738.0,0,1,0,0,0,0,93
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9934,2,2,2,9,Relatively New,1230.0,0,0,0,0,0,0,100
flat,signature global solera,sector 107,0.28,5726,2,2,2,10,Relatively New,543.0,0,0,0,0,0,0,38
flat,pareena mi casa,sector 68,1.1,9016,2,2,3,13,New Property,1244.0,0,0,0,0,0,0,106
flat,kendriya vihar,sector 56,0.58,9587,1,1,1,1,Old Property,672.0,0,0,0,0,0,0,77
flat,pyramid urban homes 2,sector 86,0.6,8000,3,2,2,2,New Property,833.0,0,0,0,0,0,0,13
flat,4s aradhya homes,sector 67a,1.9,8862,4,4,3,3,New Property,1991.0,0,0,0,0,0,2,62
flat,professors enclave cghs,sector 56,1.54,8324,3,3,2,6,Old Property,1920.0,0,1,0,1,0,2,104
flat,emaar mgf emerald floors premier,sector 65,2.85,14430,4,4,3+,0,Relatively New,1975.0,1,1,0,0,0,2,151
house,independent,sector 7,3.1,13778,3,3,2,2,Old Property,2250.0,0,0,0,0,0,0,22
flat,experion the heartsong,sector 108,0.98,13351,2,3,3,12,Relatively New,978.2232319999999,1,1,1,1,0,0,31
flat,raheja vedaanta,sector 108,0.7,4651,2,2,2,12,Relatively New,1505.0,0,0,0,0,0,0,0
house,independent,sector 43,8.5,31481,5,5,3,3,Moderately Old,2700.0,0,1,0,0,0,2,113
flat,signature global the millennia,sector 37d,0.65,10906,2,2,3,0,New Property,625.0,0,0,0,0,0,0,40
flat,dlf new town heights,sector 90,1.25,8639,3,4,3+,0,Old Property,1608.0,0,1,0,0,0,1,31
flat,orris aster court premier,sector 85,1.45,6840,3,4,2,3,New Property,1616.0,0,1,0,0,0,0,16
house,independent,sector 2,2.5,16057,4,4,2,4,Old Property,1557.0,0,0,0,0,0,0,17
flat,conscient heritage max,sector 102,1.9,9784,3,4,3+,20,Relatively New,1757.0,0,1,0,0,0,0,165
house,independent,sohna road,1.5,14245,2,3,2,1,New Property,1053.0,1,0,0,1,0,2,69
house,ROW HOUSE,sector 105,0.43,9130,3,3,3,2,Relatively New,1050.0,0,0,0,0,0,0,0
flat,experion windchants,sector 112,2.5,13889,2,2,3,10,Relatively New,1939.03,1,0,0,1,0,2,174
flat,chd avenue,sector 71,1.1,6790,3,3,3,11,Relatively New,1466.0,0,0,0,0,1,0,72
flat,shapoorji pallonji joyville gurugram,sector 102,0.96,10492,2,2,2,10,Relatively New,828.0,0,0,0,0,0,0,132
flat,dlf regal gardens,sector 90,1.3,7151,3,3,3+,7,Relatively New,1700.0,0,0,0,0,0,0,141
flat,m3m heights,sector 65,3.67,17990,3,3,2,27,New Property,2040.0,0,1,0,0,0,0,43
flat,paras dews,sector 106,1.15,7419,3,3,3,11,Relatively New,1650.0,0,1,0,1,0,2,174
flat,residency grand,sector 52,5.0,7692,5,7,3+,1,Moderately Old,5778.0,0,1,0,1,0,0,77
house,Ansal API Spanish Court,sector 2,2.9,18626,4,4,3,2,Relatively New,1557.0,0,0,1,0,0,2,49
flat,m3m merlin,sector 67,3.4,14419,3,4,3+,16,Relatively New,2134.0,0,1,0,0,0,2,158
house,independent,sector 55,1.45,26852,1,4,3+,4,Relatively New,60.0,0,0,1,0,0,0,70
house,Uppal Southend4.0 ?,sector 49,3.75,25562,2,6,3+,3,Moderately Old,1467.0,1,0,0,0,0,2,26
flat,trisara our homes 3,sohna road,0.4,6557,2,2,1,0,New Property,669.0,0,0,0,0,0,2,90
flat,ashiana mulberry,sohna road,0.95,6485,2,2,3+,3,New Property,1175.97,1,0,0,0,0,0,89
flat,smart world gems,sector 89,1.01,9157,2,2,2,4,Under Construction,1226.0,1,0,0,0,0,0,38
flat,godrej oasis,sector 88a,1.3,7259,3,3,3+,4,Relatively New,1990.0,0,0,0,0,0,0,79
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696,2,2,3,14,Moderately Old,1368.0,0,0,0,0,0,0,0
flat,chd avenue,sector 71,0.95,7917,2,2,0,5,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,vatika city homes,sector 83,1.05,8571,3,3,3,8,Moderately Old,1468.0,0,0,0,1,0,2,103
flat,mvn athens,sohna road,0.27,5895,2,2,1,0,Relatively New,508.0,0,0,0,0,0,2,69
flat,tulip violet,sector 69,1.36,8843,3,3,1,12,Relatively New,1392.0,0,0,0,1,0,0,86
flat,sare crescent parc,sector 92,0.5,5000,2,2,2,2,Relatively New,905.0,0,0,0,0,1,0,72
flat,bestech park view grand spa,sector 81,2.2,8271,3,4,3+,8,Relatively New,2481.0,0,1,0,0,0,2,165
flat,raheja vedaanta,sector 108,1.25,5682,3,2,0,0,Relatively New,1991.0,0,0,0,0,0,2,65
house,independent,sector 7,0.45,5000,3,2,0,1,Old Property,1000.0,0,0,0,0,0,0,0
flat,ats triumph,sector 104,1.83,7991,3,4,3+,10,Relatively New,2000.0,0,1,0,0,0,0,165
flat,sidhartha ncr one phase,sector 95,0.6,4800,2,2,3,10,New Property,1250.0,0,0,0,0,0,0,0
flat,satya the hermitage,sector 103,0.89,6138,2,3,3,1,Relatively New,1257.0,0,1,0,0,0,0,75
flat,ambience creacions,sector 22,2.4,17391,2,2,2,8,Relatively New,1200.0,0,0,0,0,1,1,112
flat,m3m heights,sector 65,2.29,15980,2,2,3,8,Under Construction,1592.0,1,0,0,0,0,0,15
flat,krrish provence estate,gwal pahari,7.5,7500,5,6,3+,23,Relatively New,9050.0,0,1,0,1,1,0,49
flat,orris aster court premier,sector 85,1.49,5820,4,5,3+,10,Relatively New,2017.0,0,1,0,0,0,2,84
flat,vatika independent floors,sector 82,1.45,8056,4,3,0,1,Relatively New,1800.0,0,0,0,0,0,0,50
flat,tulip violet,sector 69,1.7,8458,4,4,2,10,Relatively New,1804.0,1,1,1,1,0,0,174
flat,m3m heights,sector 65,2.79,14170,3,3,3,26,New Property,1969.0,0,0,0,0,0,0,15
flat,experion windchants,sector 112,5.49,11585,4,5,3+,5,Relatively New,3655.35,0,1,0,0,0,2,168
flat,smartworld 1dxp,sector 113,2.75,10589,4,4,3+,20,Under Construction,2886.0,1,1,0,1,0,1,57
house,DLF City Plots,sector 26,16.0,37780,4,4,3,1,Relatively New,4235.0,1,0,1,1,0,0,7
flat,ambience creacions,sector 22,4.3,13916,3,4,3+,6,Relatively New,2600.0,0,1,0,0,1,1,120
house,independent,sector 56,4.0,26613,4,4,3+,2,Relatively New,1503.0,0,0,0,0,0,2,24
flat,central park flower valley,sohna road,1.2,6742,3,3,0,11,Relatively New,1780.0,0,0,0,0,0,0,66
flat,ss the leaf,sector 85,1.1,12472,2,2,3,12,Relatively New,1173.0,1,0,0,0,0,0,75
house,independent,sector 4,4.12,8889,2,1,3+,0,Moderately Old,4635.0,0,0,0,0,0,0,0
flat,trisara our homes 3,sohna road,0.38,6312,2,2,2,1,Relatively New,602.0,0,0,0,0,0,0,0
flat,sbtl caladium,sector 109,1.63,6405,3,3,2,8,Relatively New,2303.0,0,1,0,0,0,0,159
flat,sare homes,sector 92,0.8,5253,3,3,3,7,Relatively New,1692.0,1,0,0,0,0,2,80
flat,vipul lavanya,sector 81,0.65,5263,2,2,2,14,Moderately Old,985.0,0,0,0,0,0,0,96
flat,m3m ikonic,sector 68,1.8,9231,3,3,3+,18,Relatively New,1845.0,0,0,0,0,0,2,126
flat,pareena coban residences,sector 99a,1.56,7812,3,5,3,4,New Property,1807.0,0,1,0,0,1,0,49
flat,bestech altura,sector 79,1.72,8000,3,4,3+,5,Relatively New,1695.0,0,1,0,0,0,0,174
flat,ss the leaf,sector 85,1.14,6433,2,2,3,16,Relatively New,1604.0,0,0,0,0,0,0,44
flat,dlf the primus,sector 82a,1.85,10176,3,3,3,15,Moderately Old,1677.0,0,0,0,0,1,0,38
flat,bptp amstoria,sector 102,1.9,8444,3,3,3+,1,Relatively New,2500.0,0,1,0,0,0,0,174
flat,ansal housing highland park,sector 103,1.1,6243,3,3,3+,7,New Property,1500.0,0,0,0,0,0,0,87
flat,bestech park view ananda,sector 81,0.95,10626,2,2,2,2,Relatively New,1112.0,0,0,0,0,0,2,104
flat,m3m golfestate,sector 65,5.0,16667,3,3,3,2,Relatively New,3245.0,0,1,0,0,0,2,174
flat,vatika city,sector 49,1.79,12786,3,3,3,9,Old Property,1556.0,0,1,0,0,0,0,38
flat,signature global park,sohna road,0.65,5637,2,2,2,2,Relatively New,1043.0,0,0,0,1,0,0,118
flat,ats kocoon,sector 109,1.65,10645,3,3,3,19,Relatively New,1650.0,0,0,1,0,0,2,159
flat,bestech park view residency,sector 2,1.59,8281,3,4,3+,11,Moderately Old,1738.0,0,1,0,0,0,0,100
flat,emaar mgf emerald floors premier,sector 65,2.36,14303,3,3,3,2,Relatively New,1524.0,1,1,0,0,0,2,136
flat,tulip violet,sector 69,1.19,8815,2,3,1,0,Relatively New,1500.0,1,0,0,0,0,0,174
house,independent,sector 7,3.0,11494,7,7,0,3,Old Property,2610.0,0,0,0,0,0,0,0
house,independent,sector 48,5.5,23504,4,4,2,2,Relatively New,2340.0,0,1,0,0,0,2,22
flat,aipl joy square,sector 63a,0.7,10101,1,1,0,7,New Property,693.0,0,0,0,0,0,0,0
flat,spaze privvy the address,sector 93,1.45,8033,3,4,2,12,Relatively New,1350.0,0,0,0,0,0,2,96
house,independent,sector 3,0.9,8929,3,3,0,2,Moderately Old,112.0,0,0,0,0,0,0,0
flat,zara aavaas,sector 104,0.4,7030,2,2,1,14,Relatively New,515.0,0,0,0,0,0,0,38
flat,emaar mgf the palm drive,sector 66,3.0,15385,3,3,2,12,Relatively New,1950.0,0,1,0,0,0,0,96
flat,gls arawali homes,sohna road,0.26,4514,2,2,2,4,Relatively New,640.0,0,0,0,0,0,0,42
flat,tata primanti,sector 72,4.0,13769,4,5,3+,9,Relatively New,2800.0,0,1,0,0,0,2,165
flat,conscient heritage max,sector 102,2.2,10237,3,4,3+,20,Relatively New,1186.0,1,1,0,0,0,2,45
house,independent,sector 9,0.35,9722,2,2,1,2,Old Property,360.0,0,0,0,0,0,0,0
flat,m3m soulitude,sector 89,1.32,16923,3,3,3,1,New Property,867.0,0,0,0,0,0,0,45
flat,dlf new town heights,sector 90,1.95,7151,4,4,3+,24,Relatively New,2456.0,0,1,1,0,0,0,174
house,Vipul Tatvam Villa,sector 48,7.8,23145,4,4,3+,2,Relatively New,3240.0,1,1,1,1,0,2,145
flat,pioneer urban presidia,sector 62,7.15,16486,4,5,3+,7,Relatively New,3925.0,1,1,1,0,0,2,158
flat,pyramid urban,sector 67a,0.6,8571,2,2,2,14,New Property,633.0,0,0,0,0,0,0,15
flat,bestech park view ananda,sector 81,0.87,7952,2,2,3,8,Relatively New,1300.0,0,0,0,0,0,0,95
flat,m3m skycity,sector 65,2.85,15591,3,3,3,43,New Property,1828.0,0,0,0,0,0,0,115
flat,ss the leaf,sector 85,1.85,7683,3,4,3,2,Relatively New,2179.0,1,1,0,0,0,2,49
flat,pgr shree kripaluji apartment,sector 52,1.4,6087,3,3,3+,8,Relatively New,2556.0,0,0,0,0,0,2,80
flat,bptp terra,sector 37d,1.98,9037,3,3,3+,12,New Property,1983.0,1,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.25,7180,2,2,3,10,Relatively New,1730.0,0,0,0,0,0,0,49
flat,indiabulls centrum park,sector 103,2.2,7652,4,6,3+,4,Relatively New,2602.0,0,1,0,0,0,2,108
flat,ss the leaf,sector 85,1.07,6524,2,2,3,21,Relatively New,1484.0,0,0,0,1,0,0,67
house,DLF City Plots Phase 2,sector 25,4.25,31481,3,2,3,2,Old Property,1350.0,1,0,0,0,0,0,35
flat,vatika gurgaon,sector 83,1.12,6455,3,3,2,4,Relatively New,1200.0,1,1,1,1,0,2,165
house,independent,sector 38,2.1,23333,2,7,3+,3,Relatively New,900.0,1,0,1,1,0,0,27
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713,4,4,3,15,New Property,1828.0,0,0,0,0,0,0,31
house,DLF City Plots,sector 26,17.0,37627,5,6,3,2,Old Property,4518.0,0,1,1,1,0,2,87
flat,smart world orchard,sector 61,1.47,12783,2,2,2,4,New Property,1278.0,1,0,0,1,0,0,53
flat,emaar mgf the enclave,sector 66,1.9,10556,3,4,2,8,Relatively New,1850.0,0,1,0,0,0,2,174
house,independent,sector 7,6.5,15046,3,2,3+,0,Old Property,4320.0,0,0,0,0,0,0,9
flat,shree vardhman victoria,sector 70,1.75,8974,3,4,2,16,Relatively New,1950.0,0,1,0,1,0,0,49
flat,pioneer park,sector 61,1.6,11594,2,2,2,21,Relatively New,1533.0,0,1,0,0,0,0,105
flat,ompee k s residency,new sector 2,1.6,2993,2,2,2,1,Relatively New,73.0,0,0,0,0,0,0,0
flat,experion windchants,sector 112,5.31,11205,4,6,3+,15,Relatively New,3573.33,0,1,0,1,0,0,72
flat,emaar digihomes,sector 62,4.0,14870,3,3,3,18,New Property,2343.0,0,1,0,0,0,2,38
flat,sahara grace,sector 28,4.3,12421,3,4,3,5,Old Property,3133.0,0,1,1,0,0,0,24
flat,sidhartha ncr one phase,sector 95,0.55,4867,2,2,2,14,New Property,1256.0,1,0,0,0,0,0,90
flat,the lions cghs,sector 56,2.05,8542,4,4,3+,8,Moderately Old,2667.0,0,0,0,0,0,2,49
flat,paras irene,sector 70a,1.3,9220,2,2,3,19,Moderately Old,1426.0,0,0,0,0,0,2,49
house,Unitech Uniworld Resorts,sector 33,9.5,19333,6,6,3+,3,Moderately Old,4914.0,0,0,0,0,0,2,40
house,independent,sector 82,7.0,21605,4,4,3+,1,Relatively New,3240.0,1,1,0,1,0,2,49
house,International City by SOBHA Phase 2,sector 109,6.25,11574,4,4,3+,2,Relatively New,5400.0,0,1,0,0,0,0,138
flat,conscient elevate,sector 59,6.75,19882,4,4,2,10,New Property,2567.0,0,1,0,0,0,0,31
flat,la vida by tata housing,sector 113,1.85,11716,3,2,2,7,New Property,1429.0,0,0,0,0,0,0,13
house,independent,sector 31,3.25,22429,4,4,3+,3,Moderately Old,1449.0,1,1,1,1,0,2,29
house,independent,sector 8,0.59,10085,2,2,2,2,Moderately Old,585.0,0,0,0,0,1,0,7
house,independent,sector 2,0.7,7778,1,1,0,1,Moderately Old,900.0,0,0,0,0,0,0,0
house,Unitech Palms South City 1,sector 41,9.25,28549,9,9,3+,4,Moderately Old,5000.0,1,1,1,1,0,2,65
house,independent,sector 43,8.49,31444,3,3,2,4,Relatively New,2700.0,0,1,0,1,0,2,21
flat,vatika city,sector 49,1.98,9074,3,4,3,9,Moderately Old,1750.75,0,1,0,0,0,2,101
flat,silverglades the melia,sohna road,0.91,6801,2,2,3,1,New Property,1222.0,1,0,0,0,0,0,72
flat,chanderlok society,sector 28,0.9,7235,4,2,3+,1,Old Property,1382.0,0,0,0,0,0,0,0
house,independent,sector 4,0.47,3518,3,4,0,3,Moderately Old,1350.0,0,0,0,0,0,0,0
house,Emaar MGF Marbella,sector 66,11.0,33951,5,6,3+,2,New Property,3240.0,1,1,1,1,0,2,153
flat,dlf the icon,sector 43,6.0,26087,4,4,3+,18,Old Property,2556.0,0,1,0,0,0,2,150
flat,ss the leaf,sector 85,2.3,8179,4,4,3+,8,Relatively New,2545.0,0,1,0,0,0,0,21
flat,umang winter hills,sector 77,0.92,5049,3,3,3,17,Relatively New,1602.0,0,0,0,0,1,2,49
flat,dlf regal gardens,sector 90,1.75,7901,4,4,3+,3,Relatively New,2005.0,0,0,0,0,1,0,6
house,International City by SOBHA Phase 2,sector 109,10.0,27778,4,5,3+,2,New Property,3600.0,1,1,0,1,1,2,49
house,independent,sector 54,3.51,12342,4,4,3,4,New Property,2844.0,0,1,0,0,0,0,73
flat,sidhartha ncr one,sector 95,0.56,4106,2,2,2,10,New Property,1364.0,0,0,0,0,0,0,0
flat,imperia the esfera,sector 37c,0.98,5399,3,4,3,9,Relatively New,1660.0,0,1,0,0,1,0,49
flat,vatika the seven lamps,sector 82,0.78,5932,2,2,2,0,Relatively New,1175.0,0,0,0,0,0,2,103
flat,capital residences 360,sector 70a,1.66,8401,3,3,3+,8,New Property,1900.0,0,1,0,0,0,0,132
